title,uri,year,note,director_name
Inland Empire,https://www.imdb.com/title/tt0460829/?ref_=nm_flmg_dr_48,2006,(directed by),David Lynch
BlueBob Egg,https://www.imdb.com/title/tt8021798/?ref_=nm_flmg_dr_49,2004,(Short),David Lynch
Intervalometer Experiments,https://www.imdb.com/title/tt7146404/?ref_=nm_flmg_dr_50,2004,(Video short),David Lynch
Lamp,https://www.imdb.com/title/tt7318608/?ref_=nm_flmg_dr_51,2003,(Documentary short),David Lynch
Bees,https://www.imdb.com/title/tt8021794/?ref_=nm_flmg_dr_52,2002,(Documentary short),David Lynch
Coyote,https://www.imdb.com/title/tt8021436/?ref_=nm_flmg_dr_53,2002,(Documentary short),David Lynch
Dead Mouse with Ants,https://www.imdb.com/title/tt8021642/?ref_=nm_flmg_dr_54,2002,(Documentary short),David Lynch
DumbLand,https://www.imdb.com/title/tt0815744/?ref_=nm_flmg_dr_55,2002,(TV Mini Series short) (8 episodes) - My Teeth Are Bleeding () - Uncle BOB () - The Treadmill () - The Neighbor () - The Doctor () - Get the Stick! () - Ants () - A Friend Visits (),David Lynch
Factory Mask,https://www.imdb.com/title/tt8021558/?ref_=nm_flmg_dr_56,2002,(Short),David Lynch
Laura Palmer,https://www.imdb.com/title/tt8021842/?ref_=nm_flmg_dr_57,2002,(Short) (uncredited),David Lynch
The Disc of Sorrow Is Installed,https://www.imdb.com/title/tt8021348/?ref_=nm_flmg_dr_58,2002,(Short),David Lynch
The Pig Walks,https://www.imdb.com/title/tt8021748/?ref_=nm_flmg_dr_59,2002,(Short),David Lynch
Rabbits,https://www.imdb.com/title/tt0347840/?ref_=nm_flmg_dr_60,2002,(Short),David Lynch
The Short Films of David Lynch,https://www.imdb.com/title/tt0357173/?ref_=nm_flmg_dr_61,2002,(Video documentary),David Lynch
Darkened Room,https://www.imdb.com/title/tt0306714/?ref_=nm_flmg_dr_62,2002,(Short),David Lynch
Head with Hammer,https://www.imdb.com/title/tt8021710/?ref_=nm_flmg_dr_63,2001,(Short),David Lynch
Pierre and Sonny Jim,https://www.imdb.com/title/tt6953854/?ref_=nm_flmg_dr_64,2001,(Short),David Lynch
Eraserhead Stories,https://www.imdb.com/title/tt1625326/?ref_=nm_flmg_dr_65,2001,(Video documentary),David Lynch
Mulholland Drive,https://www.imdb.com/title/tt0166924/?ref_=nm_flmg_dr_66,2001,,David Lynch
PlayStation 2: The Third Place,https://www.imdb.com/title/tt8672120/?ref_=nm_flmg_dr_67,2000,(Short) (directed by),David Lynch
Un matin partout dans le monde,https://www.imdb.com/title/tt3225442/?ref_=nm_flmg_dr_68,2000,(TV Short),David Lynch
"BlueBob: Thank You, Judge",https://www.imdb.com/title/tt6966796/?ref_=nm_flmg_dr_69,1999,(Music Video short),David Lynch
Mulholland Dr.,https://www.imdb.com/title/tt1619856/?ref_=nm_flmg_dr_70,1999,(TV Movie),David Lynch
The Straight Story,https://www.imdb.com/title/tt0166896/?ref_=nm_flmg_dr_71,1999,,David Lynch
Parisienne People by David Lynch,https://www.imdb.com/title/tt8796456/?ref_=nm_flmg_dr_72,1998,(Video short),David Lynch
Lost Highway,https://www.imdb.com/title/tt0116922/?ref_=nm_flmg_dr_73,1997,,David Lynch
Premonition Following an Evil Deed,https://www.imdb.com/title/tt6039802/?ref_=nm_flmg_dr_74,1995,(Short) (uncredited),David Lynch
X Japan: Longing - Togireta Melody,https://www.imdb.com/title/tt6966824/?ref_=nm_flmg_dr_75,1995,(Music Video short),David Lynch
Lumière and Company,https://www.imdb.com/title/tt0113718/?ref_=nm_flmg_dr_76,1995,"(Documentary) (segment ""Premonition Following An Evil Deed"")",David Lynch
Adidas: The Wall,https://www.imdb.com/title/tt11837106/?ref_=nm_flmg_dr_77,1993,(Video short),David Lynch
Georgia Coffee: Twin Peaks,https://www.imdb.com/title/tt12050762/?ref_=nm_flmg_dr_78,1993,(TV Series) (4 episodes) - The Rescue () - A Mystery of 'G' () - Cherry Pie () - Lost (),David Lynch
Barilla: Cafè,https://www.imdb.com/title/tt8768198/?ref_=nm_flmg_dr_79,1993,(Video short),David Lynch
Hotel Room,https://www.imdb.com/title/tt0106029/?ref_=nm_flmg_dr_80,1993,(TV Mini Series) (2 episodes) - Tricks () - Blackout (),David Lynch
Thought Gang: A Real Indication,https://www.imdb.com/title/tt6966850/?ref_=nm_flmg_dr_81,1992,(Music Video short),David Lynch
On the Air,https://www.imdb.com/title/tt0103505/?ref_=nm_flmg_dr_82,1992,(TV Series) (1 episode) - The Lester Guy Show (),David Lynch
Industrial Symphony No. 1: The Dream of the Brokenhearted,https://www.imdb.com/title/tt0099844/?ref_=nm_flmg_dr_83,1992,(TV Movie),David Lynch
Twin Peaks: Fire Walk with Me,https://www.imdb.com/title/tt0105665/?ref_=nm_flmg_dr_84,1992,,David Lynch
The King of Ads,https://www.imdb.com/title/tt2243597/?ref_=nm_flmg_dr_85,1991,"(Documentary) (segment ""Yves Saint Laurent's Opium Parfum commercial"")",David Lynch
Twin Peaks,https://www.imdb.com/title/tt0098936/?ref_=nm_flmg_dr_86,1989-1991,"(TV Series) (6 episodes) - Beyond Life and Death (1991) - Lonely Souls (1990) - Coma (1990) - May the Giant Be with You (1990) - Zen, or the Skill to Catch a Killer (1990) - Northwest Passage (1989)",David Lynch
Chris Isaak: Wicked Game (Wild at Heart Version),https://www.imdb.com/title/tt6966880/?ref_=nm_flmg_dr_87,1990,(Music Video short),David Lynch
Calvin Klein: Obsession,https://www.imdb.com/title/tt10903388/?ref_=nm_flmg_dr_88,1990,(TV Mini Series short) (4 episodes) - Kissed () - Awake () - Explore () - Dangerous (),David Lynch
Wild at Heart,https://www.imdb.com/title/tt0100935/?ref_=nm_flmg_dr_89,1990,,David Lynch
Twin Peaks,https://www.imdb.com/title/tt27449259/?ref_=nm_flmg_dr_90,1989,(Video),David Lynch
The French as Seen by...,https://www.imdb.com/title/tt0094999/?ref_=nm_flmg_dr_91,1988,(TV Mini Series) (1 episode) - The Cowboy and the Frenchman (),David Lynch
Blue Velvet,https://www.imdb.com/title/tt0090756/?ref_=nm_flmg_dr_92,1986,,David Lynch
Dune,https://www.imdb.com/title/tt0087182/?ref_=nm_flmg_dr_93,1984,,David Lynch
The Elephant Man,https://www.imdb.com/title/tt0080678/?ref_=nm_flmg_dr_94,1980,,David Lynch
Eraserhead,https://www.imdb.com/title/tt0074486/?ref_=nm_flmg_dr_95,1977,,David Lynch
The Amputee,https://www.imdb.com/title/tt0193716/?ref_=nm_flmg_dr_96,1974,(Short),David Lynch
The Grandmother,https://www.imdb.com/title/tt0065794/?ref_=nm_flmg_dr_97,1970,(Short),David Lynch
The Alphabet,https://www.imdb.com/title/tt0062653/?ref_=nm_flmg_dr_98,1969,(Short) (directed by),David Lynch
Absurd Encounter with Fear,https://www.imdb.com/title/tt2481878/?ref_=nm_flmg_dr_99,1967,(Short) (uncredited),David Lynch
Fictitious Anacin Commercial,https://www.imdb.com/title/tt6892972/?ref_=nm_flmg_dr_100,1967,(Short) (uncredited),David Lynch
Sailing with Bushnell Keeler,https://www.imdb.com/title/tt7305190/?ref_=nm_flmg_dr_101,1967,(Documentary short),David Lynch
Six Men Getting Sick,https://www.imdb.com/title/tt0060984/?ref_=nm_flmg_dr_102,1967,(Short) (uncredited),David Lynch
The Way of the Wind,https://www.imdb.com/title/tt10937004/?ref_=nm_flmg_dr_1,,(post-production),Terrence Malick
Towards A Dream in the USA,https://www.imdb.com/title/tt23866130/?ref_=nm_flmg_dr_2,2022,(Short),Terrence Malick
Factory,https://www.imdb.com/title/tt15728930/?ref_=nm_flmg_dr_3,2021,(Short),Terrence Malick
A Hidden Life,https://www.imdb.com/title/tt5827916/?ref_=nm_flmg_dr_4,2019,,Terrence Malick
Filmed on Pixel 3,https://www.imdb.com/title/tt9102698/?ref_=nm_flmg_dr_5,2018,(Short),Terrence Malick
Together,https://www.imdb.com/title/tt7979390/?ref_=nm_flmg_dr_6,2018/III,(Short),Terrence Malick
Song to Song,https://www.imdb.com/title/tt2062700/?ref_=nm_flmg_dr_7,2017/I,(directed by),Terrence Malick
Mon Guerlain: Notes of a Woman,https://www.imdb.com/title/tt9110568/?ref_=nm_flmg_dr_8,2017,(Short),Terrence Malick
Voyage of Time,https://www.imdb.com/title/tt6024606/?ref_=nm_flmg_dr_9,2016,(Documentary) (directed by),Terrence Malick
Voyage of Time: Life's Journey,https://www.imdb.com/title/tt1945228/?ref_=nm_flmg_dr_10,2016,(Documentary) (directed by),Terrence Malick
Knight of Cups,https://www.imdb.com/title/tt2101383/?ref_=nm_flmg_dr_11,2015,,Terrence Malick
To the Wonder,https://www.imdb.com/title/tt1595656/?ref_=nm_flmg_dr_12,2012,,Terrence Malick
The Tree of Life,https://www.imdb.com/title/tt0478304/?ref_=nm_flmg_dr_13,2011,,Terrence Malick
The New World,https://www.imdb.com/title/tt0402399/?ref_=nm_flmg_dr_14,2005,,Terrence Malick
The Thin Red Line,https://www.imdb.com/title/tt0120863/?ref_=nm_flmg_dr_15,1998,,Terrence Malick
Days of Heaven,https://www.imdb.com/title/tt0077405/?ref_=nm_flmg_dr_16,1978,,Terrence Malick
Badlands,https://www.imdb.com/title/tt0069762/?ref_=nm_flmg_dr_17,1973,,Terrence Malick
Lanton Mills,https://www.imdb.com/title/tt0283445/?ref_=nm_flmg_dr_18,1969,(Short),Terrence Malick
Hue 1968,https://www.imdb.com/title/tt6815648/?ref_=nm_flmg_dr_1,,(TV Mini Series) (announced),Michael Mann
Untitled Tony Accardo/Sam Giancana Biopic,https://www.imdb.com/title/tt5568470/?ref_=nm_flmg_dr_2,,(announced),Michael Mann
Heat 2,https://www.imdb.com/title/tt27351074/?ref_=nm_flmg_dr_3,,(pre-production),Michael Mann
Ferrari,https://www.imdb.com/title/tt3758542/?ref_=nm_flmg_dr_4,2023,,Michael Mann
Tokyo Vice,https://www.imdb.com/title/tt2887954/?ref_=nm_flmg_dr_5,2022,(TV Series) (1 episode) - The Test (),Michael Mann
Blackhat,https://www.imdb.com/title/tt2717822/?ref_=nm_flmg_dr_6,2015,,Michael Mann
Luck,https://www.imdb.com/title/tt1578887/?ref_=nm_flmg_dr_7,2011,(TV Series) (1 episode) - Pilot (),Michael Mann
Public Enemies,https://www.imdb.com/title/tt1152836/?ref_=nm_flmg_dr_8,2009,,Michael Mann
Miami Vice,https://www.imdb.com/title/tt0430357/?ref_=nm_flmg_dr_9,2006,(directed by),Michael Mann
Collateral,https://www.imdb.com/title/tt0369339/?ref_=nm_flmg_dr_10,2004,,Michael Mann
Mercedes 'Lucky Star',https://www.imdb.com/title/tt8583492/?ref_=nm_flmg_dr_11,2002,(Short),Michael Mann
Ali,https://www.imdb.com/title/tt0248667/?ref_=nm_flmg_dr_12,2001,,Michael Mann
The Insider,https://www.imdb.com/title/tt0140352/?ref_=nm_flmg_dr_13,1999,,Michael Mann
Heat,https://www.imdb.com/title/tt0113277/?ref_=nm_flmg_dr_14,1995,,Michael Mann
The Last of the Mohicans,https://www.imdb.com/title/tt0104691/?ref_=nm_flmg_dr_15,1992,,Michael Mann
L.A. Takedown,https://www.imdb.com/title/tt0097700/?ref_=nm_flmg_dr_16,1989,(TV Movie),Michael Mann
Crime Story,https://www.imdb.com/title/tt0090410/?ref_=nm_flmg_dr_17,1987,(TV Series) (1 episode) - Top of the World (),Michael Mann
Manhunter,https://www.imdb.com/title/tt0091474/?ref_=nm_flmg_dr_18,1986,(directed by),Michael Mann
The Keep,https://www.imdb.com/title/tt0085780/?ref_=nm_flmg_dr_19,1983,,Michael Mann
Thief,https://www.imdb.com/title/tt0083190/?ref_=nm_flmg_dr_20,1981,,Michael Mann
The Jericho Mile,https://www.imdb.com/title/tt0079366/?ref_=nm_flmg_dr_21,1979,(TV Movie),Michael Mann
Police Woman,https://www.imdb.com/title/tt0071034/?ref_=nm_flmg_dr_22,1977,(TV Series) (1 episode) - The Buttercup Killer (),Michael Mann
17 Days Down the Line,https://www.imdb.com/title/tt0346455/?ref_=nm_flmg_dr_23,1972,(Documentary short),Michael Mann
Jaunpuri,https://www.imdb.com/title/tt0347272/?ref_=nm_flmg_dr_24,1971,(Short),Michael Mann
Insurrection,https://www.imdb.com/title/tt0347249/?ref_=nm_flmg_dr_25,1968,(Documentary short),Michael Mann
"Average Height, Average Build",https://www.imdb.com/title/tt27240024/?ref_=nm_flmg_dr_1,,(pre-production),Adam McKay
Bad Blood,https://www.imdb.com/title/tt5795144/?ref_=nm_flmg_dr_2,,(pre-production),Adam McKay
Kings of America,https://www.imdb.com/title/tt12837400/?ref_=nm_flmg_dr_3,,(TV Mini Series) (1 episode) (pre-production) - Episode #1.1,Adam McKay
Winning Time: The Rise of the Lakers Dynasty,https://www.imdb.com/title/tt10244600/?ref_=nm_flmg_dr_4,2022,(TV Series) (1 episode) - The Swan (),Adam McKay
Don't Look Up,https://www.imdb.com/title/tt11286314/?ref_=nm_flmg_dr_5,2021,,Adam McKay
Vice: Deleted Scenes,https://www.imdb.com/title/tt11038482/?ref_=nm_flmg_dr_6,2019,"(Video short) (segment ""High School"")",Adam McKay
Vice,https://www.imdb.com/title/tt6266538/?ref_=nm_flmg_dr_7,2018/I,,Adam McKay
Succession,https://www.imdb.com/title/tt7660850/?ref_=nm_flmg_dr_8,2018,(TV Series) (1 episode) - Celebration (),Adam McKay
The Big Short,https://www.imdb.com/title/tt1596363/?ref_=nm_flmg_dr_9,2015,,Adam McKay
We the Economy: 20 Short Films You Can't Afford to Miss,https://www.imdb.com/title/tt4104086/?ref_=nm_flmg_dr_10,2014,"(Documentary) (segment ""The Unbelievably Sweet Alpacas!"")",Adam McKay
SNL Shorts,https://www.imdb.com/title/tt3709798/?ref_=nm_flmg_dr_11,2014,(TV Movie) (clips),Adam McKay
Anchorman 2: The Legend Continues,https://www.imdb.com/title/tt1229340/?ref_=nm_flmg_dr_12,2013,,Adam McKay
Lifecasters,https://www.imdb.com/title/tt2267692/?ref_=nm_flmg_dr_13,2013,(TV Movie documentary),Adam McKay
Kenny Powers: The K-Swiss MFCEO,https://www.imdb.com/title/tt1990259/?ref_=nm_flmg_dr_14,2011,(Short),Adam McKay
The Other Guys,https://www.imdb.com/title/tt1386588/?ref_=nm_flmg_dr_15,2010,,Adam McKay
Saturday Night Live: Just Shorts,https://www.imdb.com/title/tt1537895/?ref_=nm_flmg_dr_16,2009,(TV Special) (archive footage),Adam McKay
Eastbound & Down,https://www.imdb.com/title/tt0866442/?ref_=nm_flmg_dr_17,2009,(TV Series) (1 episode) - Chapter 5 (),Adam McKay
Green Team,https://www.imdb.com/title/tt1488566/?ref_=nm_flmg_dr_18,2008,(Video short),Adam McKay
Step Brothers,https://www.imdb.com/title/tt0838283/?ref_=nm_flmg_dr_19,2008,,Adam McKay
"Good Cop, Baby Cop",https://www.imdb.com/title/tt1488565/?ref_=nm_flmg_dr_20,2007,(Video short),Adam McKay
The Procedure,https://www.imdb.com/title/tt1309148/?ref_=nm_flmg_dr_21,2007/I,(Short),Adam McKay
The Landlord,https://www.imdb.com/title/tt1160329/?ref_=nm_flmg_dr_22,2007/I,(Short),Adam McKay
Talladega Nights: The Ballad of Ricky Bobby,https://www.imdb.com/title/tt0415306/?ref_=nm_flmg_dr_23,2006,,Adam McKay
"Wake Up, Ron Burgundy",https://www.imdb.com/title/tt0423505/?ref_=nm_flmg_dr_24,2004,(Video),Adam McKay
2004 MTV Movie Awards,https://www.imdb.com/title/tt0415469/?ref_=nm_flmg_dr_25,2004,"(TV Special) (segment ""Anchorman"")",Adam McKay
Anchorman: The Legend of Ron Burgundy,https://www.imdb.com/title/tt0357413/?ref_=nm_flmg_dr_26,2004,,Adam McKay
Anchorman: Afternoon Delight,https://www.imdb.com/title/tt9848896/?ref_=nm_flmg_dr_27,2004,(Music Video),Adam McKay
Saturday Night Live,https://www.imdb.com/title/tt0072562/?ref_=nm_flmg_dr_28,2000-2001,"(TV Series) (7 episodes) - Pierce Brosnan/Destiny's Child (2001) ... (segment "": ""Five Finger Discount"") - Julia Stiles/Aerosmith (2001) ... (segment "": ""The Doberman!"") - Jennifer Lopez (2001) ... (segment "": Digital short: ""The Baby and the German Intellectual"") - Charlie Sheen/Nelly Furtado (2001) ... (segment "": ""Digital Short: The Pervert"") - Tobey Maguire/Sisqo (2000) ... (segment "": ""Stavenhagens Pawn Shop"") - Joshua Jackson/*NSYNC (2000) ... (segment "": ""Neil Armstrong: The Ohio Years"") - Alan Cumming/Jennifer Lopez (2000) ... (segment "": ""The Heat is On"")",Adam McKay
Father of the Bride Part 3 (ish),https://www.imdb.com/title/tt13160412/?ref_=nm_flmg_dr_1,2020,(Short),Nancy Meyers
Walmart: The Box,https://www.imdb.com/title/tt8093714/?ref_=nm_flmg_dr_2,2018/I,(Video short),Nancy Meyers
The Intern,https://www.imdb.com/title/tt2361509/?ref_=nm_flmg_dr_3,2015/I,,Nancy Meyers
It's Complicated,https://www.imdb.com/title/tt1230414/?ref_=nm_flmg_dr_4,2009,,Nancy Meyers
The Holiday,https://www.imdb.com/title/tt0457939/?ref_=nm_flmg_dr_5,2006,,Nancy Meyers
Something's Gotta Give,https://www.imdb.com/title/tt0337741/?ref_=nm_flmg_dr_6,2003,,Nancy Meyers
What Women Want,https://www.imdb.com/title/tt0207201/?ref_=nm_flmg_dr_7,2000,,Nancy Meyers
The Parent Trap,https://www.imdb.com/title/tt0120783/?ref_=nm_flmg_dr_8,1998,,Nancy Meyers
C'mon C'mon,https://www.imdb.com/title/tt10986222/?ref_=nm_flmg_dr_1,2021,,Mike Mills
I Am Easy to Find,https://www.imdb.com/title/tt10380084/?ref_=nm_flmg_dr_2,2019,(Short),Mike Mills
Bring Them In,https://www.imdb.com/title/tt8343652/?ref_=nm_flmg_dr_3,2017,(Short),Mike Mills
20th Century Women,https://www.imdb.com/title/tt4385888/?ref_=nm_flmg_dr_4,2016,(directed by),Mike Mills
Air: Le Soleil est près de moi,https://www.imdb.com/title/tt28640077/?ref_=nm_flmg_dr_5,2016,(Music Video),Mike Mills
Beginners,https://www.imdb.com/title/tt1532503/?ref_=nm_flmg_dr_6,2010,,Mike Mills
AIR - Time Machine with Mike Mills (Official Video),https://www.imdb.com/title/tt28640045/?ref_=nm_flmg_dr_7,2008,(Music Video),Mike Mills
Does Your Soul Have a Cold?,https://www.imdb.com/title/tt0995716/?ref_=nm_flmg_dr_8,2007,(Documentary),Mike Mills
Cinema16: American Short Films,https://www.imdb.com/title/tt0913955/?ref_=nm_flmg_dr_9,2006,(Video),Mike Mills
Thumbsucker,https://www.imdb.com/title/tt0318761/?ref_=nm_flmg_dr_10,2005,,Mike Mills
Martin Gore: Stardust,https://www.imdb.com/title/tt6999118/?ref_=nm_flmg_dr_11,2003,(Short),Mike Mills
Paperboys,https://www.imdb.com/title/tt0372459/?ref_=nm_flmg_dr_12,2001,(Documentary short),Mike Mills
Moby: Play - The DVD,https://www.imdb.com/title/tt0293515/?ref_=nm_flmg_dr_13,2001,"(Video) (video ""Run On"")",Mike Mills
The Divine Comedy: Bad Ambassador,https://www.imdb.com/title/tt12148670/?ref_=nm_flmg_dr_14,2001,(Music Video),Mike Mills
Architecture of Reassurance,https://www.imdb.com/title/tt0206558/?ref_=nm_flmg_dr_15,2000,(Short),Mike Mills
Deformer,https://www.imdb.com/title/tt0996377/?ref_=nm_flmg_dr_16,2000,(Documentary short),Mike Mills
Moby: Run On,https://www.imdb.com/title/tt28284955/?ref_=nm_flmg_dr_17,1999,(Music Video),Mike Mills
"Air: Eating, Sleeping, Waiting and Playing",https://www.imdb.com/title/tt0229965/?ref_=nm_flmg_dr_18,1999,(Video documentary),Mike Mills
Les Rythmes Digitales Feat. Nik Kershaw: Sometimes,https://www.imdb.com/title/tt8723418/?ref_=nm_flmg_dr_19,1999,(Music Video),Mike Mills
Air: All I Need,https://www.imdb.com/title/tt25398850/?ref_=nm_flmg_dr_20,1998,(Music Video),Mike Mills
Air: Kelly Watch the Stars,https://www.imdb.com/title/tt15184854/?ref_=nm_flmg_dr_21,1998,(Music Video),Mike Mills
Air: Sexy Boy,https://www.imdb.com/title/tt28640064/?ref_=nm_flmg_dr_22,1998,(Music Video),Mike Mills
National Treasure: Edge of History,https://www.imdb.com/title/tt12580982/?ref_=nm_flmg_dr_1,2022,(TV Series) (1 episode) - I'm a Ghost (),Mira Nair
A Suitable Boy,https://www.imdb.com/title/tt10795574/?ref_=nm_flmg_dr_2,2020,(TV Series) (5 episodes) - Six () - Five () - Three () - Two () - One (),Mira Nair
Nafas,https://www.imdb.com/title/tt4231736/?ref_=nm_flmg_dr_3,2019,(Short),Mira Nair
Queen of Katwe,https://www.imdb.com/title/tt4341582/?ref_=nm_flmg_dr_4,2016,(directed by),Mira Nair
"A Fork, a Spoon & a Knight",https://www.imdb.com/title/tt26690718/?ref_=nm_flmg_dr_5,2015,(Documentary short),Mira Nair
Words with Gods,https://www.imdb.com/title/tt2112337/?ref_=nm_flmg_dr_6,2014,"(segment ""God Room"")",Mira Nair
The Reluctant Fundamentalist,https://www.imdb.com/title/tt2032557/?ref_=nm_flmg_dr_7,2012,,Mira Nair
Amelia,https://www.imdb.com/title/tt1129445/?ref_=nm_flmg_dr_8,2009,,Mira Nair
"New York, I Love You",https://www.imdb.com/title/tt0808399/?ref_=nm_flmg_dr_9,2008,"(segment ""Mira Nair"")",Mira Nair
8,https://www.imdb.com/title/tt0493101/?ref_=nm_flmg_dr_10,2008,"200 (segment ""How can it be?"")",Mira Nair
Migration,https://www.imdb.com/title/tt1043717/?ref_=nm_flmg_dr_11,2008/I,(Short),Mira Nair
The Namesake,https://www.imdb.com/title/tt0433416/?ref_=nm_flmg_dr_12,2006,,Mira Nair
Vanity Fair,https://www.imdb.com/title/tt0241025/?ref_=nm_flmg_dr_13,2004,,Mira Nair
September 11,https://www.imdb.com/title/tt0328802/?ref_=nm_flmg_dr_14,2002,"(segment ""India"")",Mira Nair
Hysterical Blindness,https://www.imdb.com/title/tt0290664/?ref_=nm_flmg_dr_15,2002,(TV Movie),Mira Nair
Monsoon Wedding,https://www.imdb.com/title/tt0265343/?ref_=nm_flmg_dr_16,2001,,Mira Nair
The Laughing Club of India,https://www.imdb.com/title/tt0283448/?ref_=nm_flmg_dr_17,2001,(TV Movie documentary),Mira Nair
My Own Country,https://www.imdb.com/title/tt0164110/?ref_=nm_flmg_dr_18,1998,(TV Movie),Mira Nair
Kama Sutra: A Tale of Love,https://www.imdb.com/title/tt0116743/?ref_=nm_flmg_dr_19,1996,,Mira Nair
The Perez Family,https://www.imdb.com/title/tt0114113/?ref_=nm_flmg_dr_20,1995,,Mira Nair
The Day the Mercedes Became a Hat,https://www.imdb.com/title/tt0475555/?ref_=nm_flmg_dr_21,1993,(Short),Mira Nair
Mississippi Masala,https://www.imdb.com/title/tt0102456/?ref_=nm_flmg_dr_22,1991,,Mira Nair
Salaam Bombay!,https://www.imdb.com/title/tt0096028/?ref_=nm_flmg_dr_23,1988,,Mira Nair
Children of a Desired Sex,https://www.imdb.com/title/tt0092749/?ref_=nm_flmg_dr_24,1987,(TV Movie documentary),Mira Nair
India Cabaret,https://www.imdb.com/title/tt0089337/?ref_=nm_flmg_dr_25,1985,(TV Movie documentary),Mira Nair
So Far from India,https://www.imdb.com/title/tt0084702/?ref_=nm_flmg_dr_26,1983,(Documentary),Mira Nair
Jama Masjid Street Journal,https://www.imdb.com/title/tt0079363/?ref_=nm_flmg_dr_27,1979,(Documentary short),Mira Nair
Larry Mahoney,https://www.imdb.com/title/tt28642224/?ref_=nm_flmg_dr_1,1996,(unfinished) (abandoned),Christopher Nolan
Oppenheimer,https://www.imdb.com/title/tt15398776/?ref_=nm_flmg_dr_2,2023/I,,Christopher Nolan
