title,uri,year,note,director_name,director_id,title_ids
Featherwood,https://www.imdb.com/title/tt31228510/?ref_=nm_flmg_dr_1,,(pre-production),Andrea Arnold,nm0036349,tt31228510
Bird,https://www.imdb.com/title/tt28277817/?ref_=nm_flmg_dr_2,,(post-production),Andrea Arnold,nm0036349,tt28277817
Cow,https://www.imdb.com/title/tt11548822/?ref_=nm_flmg_dr_3,2021/I,(Documentary),Andrea Arnold,nm0036349,tt11548822
Big Little Lies,https://www.imdb.com/title/tt3920596/?ref_=nm_flmg_dr_4,2019,(TV Series) (7 episodes) - I Want to Know () - The Bad Mother () - Kill Me () - She Knows () - The End of the World () - Tell-Tale Hearts () - What Have They Done? (),Andrea Arnold,nm0036349,tt3920596
Transparent,https://www.imdb.com/title/tt3502262/?ref_=nm_flmg_dr_5,2015-2017,(TV Series) (4 episodes) - Desert Eagle (2017) - If I Were a Bell (2016) - Oscillate (2015) - Grey Green Brown & Copper (2015),Andrea Arnold,nm0036349,tt3502262
I Love Dick,https://www.imdb.com/title/tt5478730/?ref_=nm_flmg_dr_6,2017,(TV Series) (4 episodes) - Cowboys and Nomads () - The Barter Economy () - Scenes from a Marriage () - Ilinx (),Andrea Arnold,nm0036349,tt5478730
American Honey,https://www.imdb.com/title/tt3721936/?ref_=nm_flmg_dr_7,2016,,Andrea Arnold,nm0036349,tt3721936
Wuthering Heights,https://www.imdb.com/title/tt1181614/?ref_=nm_flmg_dr_8,2011,,Andrea Arnold,nm0036349,tt1181614
Fish Tank,https://www.imdb.com/title/tt1232776/?ref_=nm_flmg_dr_9,2009,,Andrea Arnold,nm0036349,tt1232776
Cinema 16 World Short Films,https://www.imdb.com/title/tt12431444/?ref_=nm_flmg_dr_10,2008,,Andrea Arnold,nm0036349,tt12431444
Red Road,https://www.imdb.com/title/tt0471030/?ref_=nm_flmg_dr_11,2006,,Andrea Arnold,nm0036349,tt0471030
Coming Up,https://www.imdb.com/title/tt0406404/?ref_=nm_flmg_dr_12,2003,(TV Series) (1 episode) - Bed Bugs (),Andrea Arnold,nm0036349,tt0406404
Wasp,https://www.imdb.com/title/tt0388534/?ref_=nm_flmg_dr_13,2003,(Short),Andrea Arnold,nm0036349,tt0388534
Dog,https://www.imdb.com/title/tt0340078/?ref_=nm_flmg_dr_14,2001/I,(Short),Andrea Arnold,nm0036349,tt0340078
Milk,https://www.imdb.com/title/tt1259773/?ref_=nm_flmg_dr_15,1998,(Short),Andrea Arnold,nm0036349,tt1259773
Hotel Babylon,https://www.imdb.com/title/tt1223169/?ref_=nm_flmg_dr_16,1996,(TV Series) (1 episode) - Episode #1.6 (),Andrea Arnold,nm0036349,tt1223169
Adrift,https://www.imdb.com/title/tt13935992/?ref_=nm_flmg_dr_1,,(pre-production),Darren Aronofsky,nm0004716,tt13935992
Postcard from Earth,https://www.imdb.com/title/tt28363850/?ref_=nm_flmg_dr_2,2023,(Documentary),Darren Aronofsky,nm0004716,tt28363850
The Whale,https://www.imdb.com/title/tt13833688/?ref_=nm_flmg_dr_3,2022,,Darren Aronofsky,nm0004716,tt13833688
Welcome to Earth,https://www.imdb.com/title/tt13623992/?ref_=nm_flmg_dr_4,2021,(TV Series documentary) (1 episode) - Descent Into Darkness (),Darren Aronofsky,nm0004716,tt13623992
Mother!,https://www.imdb.com/title/tt5109784/?ref_=nm_flmg_dr_5,2017,,Darren Aronofsky,nm0004716,tt5109784
The Truth Is Hard to Find the New York Times: Brian Denton,https://www.imdb.com/title/tt7331874/?ref_=nm_flmg_dr_6,2017,(Short),Darren Aronofsky,nm0004716,tt7331874
Noah,https://www.imdb.com/title/tt1959490/?ref_=nm_flmg_dr_7,2014,,Darren Aronofsky,nm0004716,tt1959490
Lou Reed & Metallica: The View,https://www.imdb.com/title/tt7087922/?ref_=nm_flmg_dr_8,2011,(Music Video),Darren Aronofsky,nm0004716,tt7087922
Black Swan,https://www.imdb.com/title/tt0947798/?ref_=nm_flmg_dr_9,2010,(directed by),Darren Aronofsky,nm0004716,tt0947798
The Wrestler,https://www.imdb.com/title/tt1125849/?ref_=nm_flmg_dr_10,2008,,Darren Aronofsky,nm0004716,tt1125849
The Fountain,https://www.imdb.com/title/tt0414993/?ref_=nm_flmg_dr_11,2006,,Darren Aronofsky,nm0004716,tt0414993
Requiem for a Dream,https://www.imdb.com/title/tt0180093/?ref_=nm_flmg_dr_12,2000,,Darren Aronofsky,nm0004716,tt0180093
Pi,https://www.imdb.com/title/tt0138704/?ref_=nm_flmg_dr_13,1998,,Darren Aronofsky,nm0004716,tt0138704
Soldier Boyz,https://www.imdb.com/title/tt0399670/?ref_=nm_flmg_dr_14,1997,(Video Game) (video segments),Darren Aronofsky,nm0004716,tt0399670
No Time,https://www.imdb.com/title/tt1735215/?ref_=nm_flmg_dr_15,1994,(Short),Darren Aronofsky,nm0004716,tt1735215
Protozoa,https://www.imdb.com/title/tt0167352/?ref_=nm_flmg_dr_16,1993,(Short) (as Darren Arønøfsky),Darren Aronofsky,nm0004716,tt0167352
Supermarket Sweep,https://www.imdb.com/title/tt0365809/?ref_=nm_flmg_dr_17,1991,(Short),Darren Aronofsky,nm0004716,tt0365809
Fortune Cookie,https://www.imdb.com/title/tt0902284/?ref_=nm_flmg_dr_18,1991,(Short),Darren Aronofsky,nm0004716,tt0902284
Florida Man,https://www.imdb.com/title/tt14509130/?ref_=nm_flmg_dr_1,2023,(TV Mini Series) (1 episode) - The Realest Goddamned Place on Earth (),Miguel Arteta,nm0037708,tt14509130
Loot,https://www.imdb.com/title/tt14271498/?ref_=nm_flmg_dr_2,2022,(TV Series) (2 episodes) - The Philanthropic Humanitarian Awards () - Halsa (),Miguel Arteta,nm0037708,tt14271498
The Morning Show,https://www.imdb.com/title/tt7203552/?ref_=nm_flmg_dr_3,2021,(TV Series) (1 episode) - Testimony (),Miguel Arteta,nm0037708,tt7203552
Yes Day,https://www.imdb.com/title/tt8521876/?ref_=nm_flmg_dr_4,2021,,Miguel Arteta,nm0037708,tt8521876
Like a Boss,https://www.imdb.com/title/tt7545266/?ref_=nm_flmg_dr_5,2020,,Miguel Arteta,nm0037708,tt7545266
Room 104,https://www.imdb.com/title/tt6064882/?ref_=nm_flmg_dr_6,2019,(TV Series) (1 episode) - No Hospital (),Miguel Arteta,nm0037708,tt6064882
Forever,https://www.imdb.com/title/tt7720790/?ref_=nm_flmg_dr_7,2018,(TV Series) (2 episodes) - Oceanside () - Another Place (),Miguel Arteta,nm0037708,tt7720790
Succession,https://www.imdb.com/title/tt7660850/?ref_=nm_flmg_dr_8,2018,(TV Series) (1 episode) - Austerlitz (),Miguel Arteta,nm0037708,tt7660850
Duck Butter,https://www.imdb.com/title/tt6958014/?ref_=nm_flmg_dr_9,2018,,Miguel Arteta,nm0037708,tt6958014
Famous in Love,https://www.imdb.com/title/tt4578474/?ref_=nm_flmg_dr_10,2017,(TV Series) (1 episode) - Pilot (),Miguel Arteta,nm0037708,tt4578474
Beatriz at Dinner,https://www.imdb.com/title/tt5929750/?ref_=nm_flmg_dr_11,2017,,Miguel Arteta,nm0037708,tt5929750
Getting On,https://www.imdb.com/title/tt2342652/?ref_=nm_flmg_dr_12,2013-2015,"(TV Series) (9 episodes) - Reduced to Eating Boiled Magazines and Book Paste (2015) - Please Partake of a Memorial Orange (2015) - Am I Still Me? (2015) - No, I Don't Want a Fucking Smiley Face (2015) - Don't Let It Get in You or On You (2015) - This Is About Vomit, People. (2015) - Is Soap a Hazardous Substance? (2014) - No Such Thing as Idealized Genitalia (2014) - Born on the Fourth of July (2013)",Miguel Arteta,nm0037708,tt2342652
Grace and Frankie,https://www.imdb.com/title/tt3609352/?ref_=nm_flmg_dr_13,2015,(TV Series) (1 episode) - The Elevator (),Miguel Arteta,nm0037708,tt3609352
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",https://www.imdb.com/title/tt1698641/?ref_=nm_flmg_dr_14,2014,,Miguel Arteta,nm0037708,tt1698641
Rita,https://www.imdb.com/title/tt2727156/?ref_=nm_flmg_dr_15,2013,(TV Movie),Miguel Arteta,nm0037708,tt2727156
The Carrie Diaries,https://www.imdb.com/title/tt2056366/?ref_=nm_flmg_dr_16,2013,(TV Series) (1 episode) - Pilot (),Miguel Arteta,nm0037708,tt2056366
The New Normal,https://www.imdb.com/title/tt2087571/?ref_=nm_flmg_dr_17,2012,(TV Series) (2 episodes) - The Godparent Trap () - Nanagasm (),Miguel Arteta,nm0037708,tt2087571
Nurse Jackie,https://www.imdb.com/title/tt1190689/?ref_=nm_flmg_dr_18,2012,(TV Series) (2 episodes) - Chaud & Froid () - Day of the Iguana (),Miguel Arteta,nm0037708,tt1190689
House of Lies,https://www.imdb.com/title/tt1797404/?ref_=nm_flmg_dr_19,2012,(TV Series) (1 episode) - Bareback Town (),Miguel Arteta,nm0037708,tt1797404
Enlightened,https://www.imdb.com/title/tt1509004/?ref_=nm_flmg_dr_20,2011,(TV Series) (4 episodes) - Burn It Down () - Comrades Unite! () - Someone Else's Life () - Now or Never (),Miguel Arteta,nm0037708,tt1509004
American Horror Story,https://www.imdb.com/title/tt1844624/?ref_=nm_flmg_dr_21,2011,(TV Series) (1 episode) - Rubber Man (),Miguel Arteta,nm0037708,tt1844624
New Girl,https://www.imdb.com/title/tt1826940/?ref_=nm_flmg_dr_22,2011,(TV Series) (1 episode) - Thanksgiving (),Miguel Arteta,nm0037708,tt1826940
How to Make It in America,https://www.imdb.com/title/tt1299365/?ref_=nm_flmg_dr_23,2011,(TV Series) (1 episode) - Mofongo (),Miguel Arteta,nm0037708,tt1299365
The Big C,https://www.imdb.com/title/tt1515193/?ref_=nm_flmg_dr_24,2011,(TV Series) (2 episodes) - Boo! () - Sexual Healing (),Miguel Arteta,nm0037708,tt1515193
Cedar Rapids,https://www.imdb.com/title/tt1477837/?ref_=nm_flmg_dr_25,2011,,Miguel Arteta,nm0037708,tt1477837
Chinatown Film Project,https://www.imdb.com/title/tt1512746/?ref_=nm_flmg_dr_26,2009,,Miguel Arteta,nm0037708,tt1512746
Youth in Revolt,https://www.imdb.com/title/tt0403702/?ref_=nm_flmg_dr_27,2009,,Miguel Arteta,nm0037708,tt0403702
Ugly Betty,https://www.imdb.com/title/tt0805669/?ref_=nm_flmg_dr_28,2007,(TV Series) (1 episode) - Punch Out (),Miguel Arteta,nm0037708,tt0805669
The Office,https://www.imdb.com/title/tt0386676/?ref_=nm_flmg_dr_29,2006,(TV Series) (1 episode) - Diwali (),Miguel Arteta,nm0037708,tt0386676
Are You the Favorite Person of Anybody?,https://www.imdb.com/title/tt0437825/?ref_=nm_flmg_dr_30,2005,(Short),Miguel Arteta,nm0037708,tt0437825
Six Feet Under,https://www.imdb.com/title/tt0248654/?ref_=nm_flmg_dr_31,2001-2004,(TV Series) (3 episodes) - Terror Starts at Home (2004) - The Liar and the Whore (2002) - The Will (2001),Miguel Arteta,nm0037708,tt0248654
Cracking Up,https://www.imdb.com/title/tt0367313/?ref_=nm_flmg_dr_32,2004,(TV Series) (1 episode) - Birds Do It (),Miguel Arteta,nm0037708,tt0367313
Criminology 101,https://www.imdb.com/title/tt0778658/?ref_=nm_flmg_dr_33,2003,(TV Movie),Miguel Arteta,nm0037708,tt0778658
The Good Girl: Alternate Ending Montage,https://www.imdb.com/title/tt25815200/?ref_=nm_flmg_dr_34,2003,(Video short),Miguel Arteta,nm0037708,tt25815200
The Good Girl: Deleted Scenes,https://www.imdb.com/title/tt21193946/?ref_=nm_flmg_dr_35,2003,(Video short),Miguel Arteta,nm0037708,tt21193946
The Good Girl: Gag Reel,https://www.imdb.com/title/tt25815192/?ref_=nm_flmg_dr_36,2003,(Video short),Miguel Arteta,nm0037708,tt25815192
The Good Girl,https://www.imdb.com/title/tt0279113/?ref_=nm_flmg_dr_37,2002,,Miguel Arteta,nm0037708,tt0279113
Time of Your Life,https://www.imdb.com/title/tt0178165/?ref_=nm_flmg_dr_38,2000,(TV Series) (1 episode) - The Time She Made a Temporary Decision (),Miguel Arteta,nm0037708,tt0178165
Freaks and Geeks,https://www.imdb.com/title/tt0193676/?ref_=nm_flmg_dr_39,2000,(TV Series) (1 episode) - Chokin' and Tokin' (),Miguel Arteta,nm0037708,tt0193676
Chuck & Buck,https://www.imdb.com/title/tt0200530/?ref_=nm_flmg_dr_40,2000,,Miguel Arteta,nm0037708,tt0200530
Snoops,https://www.imdb.com/title/tt0202752/?ref_=nm_flmg_dr_41,1999,(TV Series) (1 episode) - True Believers (),Miguel Arteta,nm0037708,tt0202752
Homicide: Life on the Street,https://www.imdb.com/title/tt0106028/?ref_=nm_flmg_dr_42,1999,(TV Series) (1 episode) - Zen and the Art of Murder (),Miguel Arteta,nm0037708,tt0106028
Livin' Thing,https://www.imdb.com/title/tt0252644/?ref_=nm_flmg_dr_43,1998,(Short),Miguel Arteta,nm0037708,tt0252644
Star Maps,https://www.imdb.com/title/tt0120197/?ref_=nm_flmg_dr_44,1997,,Miguel Arteta,nm0037708,tt0120197
Untitled Noah Baumbach Picture,https://www.imdb.com/title/tt30446847/?ref_=nm_flmg_dr_1,,(filming),Noah Baumbach,nm0000876,tt30446847
White Noise,https://www.imdb.com/title/tt6160448/?ref_=nm_flmg_dr_2,2022/I,(directed by),Noah Baumbach,nm0000876,tt6160448
Marriage Story,https://www.imdb.com/title/tt7653254/?ref_=nm_flmg_dr_3,2019,,Noah Baumbach,nm0000876,tt7653254
The Meyerowitz Stories,https://www.imdb.com/title/tt5536736/?ref_=nm_flmg_dr_4,2017,,Noah Baumbach,nm0000876,tt5536736
De Palma,https://www.imdb.com/title/tt1683048/?ref_=nm_flmg_dr_5,2015,(Documentary),Noah Baumbach,nm0000876,tt1683048
Mistress America,https://www.imdb.com/title/tt2872462/?ref_=nm_flmg_dr_6,2015,,Noah Baumbach,nm0000876,tt2872462
While We're Young,https://www.imdb.com/title/tt1791682/?ref_=nm_flmg_dr_7,2014,,Noah Baumbach,nm0000876,tt1791682
The Corrections,https://www.imdb.com/title/tt0446672/?ref_=nm_flmg_dr_8,2012,(TV Movie),Noah Baumbach,nm0000876,tt0446672
Frances Ha,https://www.imdb.com/title/tt2347569/?ref_=nm_flmg_dr_9,2012,,Noah Baumbach,nm0000876,tt2347569
Greenberg,https://www.imdb.com/title/tt1234654/?ref_=nm_flmg_dr_10,2010,,Noah Baumbach,nm0000876,tt1234654
Saturday Night Live,https://www.imdb.com/title/tt0072562/?ref_=nm_flmg_dr_11,2008,(TV Series) (1 episode) - Paul Rudd/Beyoncé () ... (film segment),Noah Baumbach,nm0000876,tt0072562
Margot at the Wedding,https://www.imdb.com/title/tt0757361/?ref_=nm_flmg_dr_12,2007,,Noah Baumbach,nm0000876,tt0757361
The Squid and the Whale,https://www.imdb.com/title/tt0367089/?ref_=nm_flmg_dr_13,2005,,Noah Baumbach,nm0000876,tt0367089
Conrad & Butler Take a Vacation,https://www.imdb.com/title/tt0999874/?ref_=nm_flmg_dr_14,2000,(Short),Noah Baumbach,nm0000876,tt0999874
Highball,https://www.imdb.com/title/tt0119291/?ref_=nm_flmg_dr_15,1997,(as Ernie Fusco),Noah Baumbach,nm0000876,tt0119291
Mr. Jealousy,https://www.imdb.com/title/tt0119717/?ref_=nm_flmg_dr_16,1997,,Noah Baumbach,nm0000876,tt0119717
Kicking and Screaming,https://www.imdb.com/title/tt0113537/?ref_=nm_flmg_dr_17,1995,(directed by),Noah Baumbach,nm0000876,tt0113537
Robopocalypse,https://www.imdb.com/title/tt1541155/?ref_=nm_flmg_dr_1,,(announced),Michael Bay,nm0000881,tt1541155
Ambulance,https://www.imdb.com/title/tt4998632/?ref_=nm_flmg_dr_2,2022,,Michael Bay,nm0000881,tt4998632
The Hype,https://www.imdb.com/title/tt28613516/?ref_=nm_flmg_dr_3,2020,(TV Special short),Michael Bay,nm0000881,tt28613516
6 Underground,https://www.imdb.com/title/tt8106534/?ref_=nm_flmg_dr_4,2019,,Michael Bay,nm0000881,tt8106534
Transformers: The Last Knight,https://www.imdb.com/title/tt3371366/?ref_=nm_flmg_dr_5,2017,,Michael Bay,nm0000881,tt3371366
13 Hours,https://www.imdb.com/title/tt4172430/?ref_=nm_flmg_dr_6,2016,,Michael Bay,nm0000881,tt4172430
Transformers: Age of Extinction,https://www.imdb.com/title/tt2109248/?ref_=nm_flmg_dr_7,2014,,Michael Bay,nm0000881,tt2109248
Pain & Gain,https://www.imdb.com/title/tt1980209/?ref_=nm_flmg_dr_8,2013,,Michael Bay,nm0000881,tt1980209
Transformers: Dark of the Moon,https://www.imdb.com/title/tt1399103/?ref_=nm_flmg_dr_9,2011,,Michael Bay,nm0000881,tt1399103
Transformers: Revenge of the Fallen,https://www.imdb.com/title/tt1055369/?ref_=nm_flmg_dr_10,2009,,Michael Bay,nm0000881,tt1055369
Transformers,https://www.imdb.com/title/tt0418279/?ref_=nm_flmg_dr_11,2007,,Michael Bay,nm0000881,tt0418279
The Island,https://www.imdb.com/title/tt0399201/?ref_=nm_flmg_dr_12,2005,,Michael Bay,nm0000881,tt0399201
The Lionel Richie Collection,https://www.imdb.com/title/tt0476288/?ref_=nm_flmg_dr_13,2003,"(Video documentary) (video ""Do It to Me"")",Michael Bay,nm0000881,tt0476288
Bad Boys II,https://www.imdb.com/title/tt0172156/?ref_=nm_flmg_dr_14,2003,,Michael Bay,nm0000881,tt0172156
Faith Hill: There You'll Be,https://www.imdb.com/title/tt7023212/?ref_=nm_flmg_dr_15,2001,(Music Video short),Michael Bay,nm0000881,tt7023212
Pearl Harbor,https://www.imdb.com/title/tt0213149/?ref_=nm_flmg_dr_16,2001,,Michael Bay,nm0000881,tt0213149
Armageddon,https://www.imdb.com/title/tt0120591/?ref_=nm_flmg_dr_17,1998,,Michael Bay,nm0000881,tt0120591
Aerosmith: Falling in Love (Is Hard on the Knees),https://www.imdb.com/title/tt7023196/?ref_=nm_flmg_dr_18,1997,(Music Video short),Michael Bay,nm0000881,tt7023196
The Rock,https://www.imdb.com/title/tt0117500/?ref_=nm_flmg_dr_19,1996,,Michael Bay,nm0000881,tt0117500
Diana King: Shy Guy (Bad Boys Version),https://www.imdb.com/title/tt8300958/?ref_=nm_flmg_dr_20,1995,(Music Video short),Michael Bay,nm0000881,tt8300958
Bad Boys,https://www.imdb.com/title/tt0112442/?ref_=nm_flmg_dr_21,1995,,Michael Bay,nm0000881,tt0112442
Meat Loaf: Bat Out of Hell II - Picture Show,https://www.imdb.com/title/tt0364980/?ref_=nm_flmg_dr_22,1994,(Video) (music videos),Michael Bay,nm0000881,tt0364980
Meat Loaf: Objects in the Rear View Mirror May Appear Closer Than They Are,https://www.imdb.com/title/tt7023176/?ref_=nm_flmg_dr_23,1994,(Music Video short),Michael Bay,nm0000881,tt7023176
Meat Loaf: Rock and Roll Dreams Come Through,https://www.imdb.com/title/tt7023152/?ref_=nm_flmg_dr_24,1994,(Music Video short),Michael Bay,nm0000881,tt7023152
Got Milk: Aaron Burr,https://www.imdb.com/title/tt11163684/?ref_=nm_flmg_dr_25,1993,(TV Special short),Michael Bay,nm0000881,tt11163684
Meat Loaf: I'd Do Anything for Love (But I Won't Do That),https://www.imdb.com/title/tt7019730/?ref_=nm_flmg_dr_26,1993,(Music Video short),Michael Bay,nm0000881,tt7019730
Shadows and Light: From a Different View,https://www.imdb.com/title/tt0274831/?ref_=nm_flmg_dr_27,1992,(Video documentary short),Michael Bay,nm0000881,tt0274831
Lionel Richie: Do It to Me,https://www.imdb.com/title/tt7023110/?ref_=nm_flmg_dr_28,1992,(Music Video short),Michael Bay,nm0000881,tt7023110
Wilson Phillips: You Won't See Me Cry,https://www.imdb.com/title/tt7023138/?ref_=nm_flmg_dr_29,1992,(Music Video short),Michael Bay,nm0000881,tt7023138
Tina Turner: Love Thing,https://www.imdb.com/title/tt7023126/?ref_=nm_flmg_dr_30,1992,(Music Video),Michael Bay,nm0000881,tt7023126
Divinyls: I Touch Myself,https://www.imdb.com/title/tt4645580/?ref_=nm_flmg_dr_31,1991,(Music Video short),Michael Bay,nm0000881,tt4645580
Great White: My... My... My... the Video Collection,https://www.imdb.com/title/tt0343746/?ref_=nm_flmg_dr_32,1991,"(Video) (video ""Call It Rock N' Roll"")",Michael Bay,nm0000881,tt0343746
Winger: Can't Get Enuff,https://www.imdb.com/title/tt7023096/?ref_=nm_flmg_dr_33,1991,(Music Video short),Michael Bay,nm0000881,tt7023096
Great White: Call It Rock 'N Roll,https://www.imdb.com/title/tt7022950/?ref_=nm_flmg_dr_34,1991,(Music Video short),Michael Bay,nm0000881,tt7022950
Tina Turner: Nutbush City Limits,https://www.imdb.com/title/tt7022980/?ref_=nm_flmg_dr_35,1991,(Music Video),Michael Bay,nm0000881,tt7022980
Young M.C.: That's the Way Love Goes,https://www.imdb.com/title/tt7023034/?ref_=nm_flmg_dr_36,1991,(Music Video short),Michael Bay,nm0000881,tt7023034
Great White: Congo Square,https://www.imdb.com/title/tt7022958/?ref_=nm_flmg_dr_37,1991,(Music Video short),Michael Bay,nm0000881,tt7022958
House of Lords: Remember My Name,https://www.imdb.com/title/tt7023066/?ref_=nm_flmg_dr_38,1991,(Music Video short),Michael Bay,nm0000881,tt7023066
Donny Osmond: Sure Lookin',https://www.imdb.com/title/tt7022998/?ref_=nm_flmg_dr_39,1991,(Music Video short),Michael Bay,nm0000881,tt7022998
Britny Fox: Dream On,https://www.imdb.com/title/tt7022694/?ref_=nm_flmg_dr_40,1990,(Music Video short),Michael Bay,nm0000881,tt7022694
Louie Louie: Sittin' in the Lap of Luxury,https://www.imdb.com/title/tt7022520/?ref_=nm_flmg_dr_41,1990,(Music Video short),Michael Bay,nm0000881,tt7022520
Playboy: Kerri Kendall - September 1990 Video Centerfold,https://www.imdb.com/title/tt0471307/?ref_=nm_flmg_dr_42,1990,(Video documentary),Michael Bay,nm0000881,tt0471307
Play That Funky Music,https://www.imdb.com/title/tt2069880/?ref_=nm_flmg_dr_43,1990,"(Video short) (segment ""I Love You"")",Michael Bay,nm0000881,tt2069880
Poco: Nothin' to Hide,https://www.imdb.com/title/tt7022916/?ref_=nm_flmg_dr_44,1990,(Music Video short),Michael Bay,nm0000881,tt7022916
Slaughter: Up All Night,https://www.imdb.com/title/tt7010286/?ref_=nm_flmg_dr_45,1990,(Music Video),Michael Bay,nm0000881,tt7010286
Styx: Show Me the Way,https://www.imdb.com/title/tt7022780/?ref_=nm_flmg_dr_46,1990,(Music Video short),Michael Bay,nm0000881,tt7022780
Tyler Collins: Second Chance,https://www.imdb.com/title/tt7022406/?ref_=nm_flmg_dr_47,1990,(Music Video short),Michael Bay,nm0000881,tt7022406
Vanilla Ice: I Love You,https://www.imdb.com/title/tt4109058/?ref_=nm_flmg_dr_48,1990,(Music Video short),Michael Bay,nm0000881,tt4109058
Chicago: Hearts in Trouble,https://www.imdb.com/title/tt7022760/?ref_=nm_flmg_dr_49,1990,(Music Video short),Michael Bay,nm0000881,tt7022760
Donny Osmond: My Love Is a Fire,https://www.imdb.com/title/tt7022728/?ref_=nm_flmg_dr_50,1990,(Music Video short),Michael Bay,nm0000881,tt7022728
Styx: Love Is the Ritual,https://www.imdb.com/title/tt7022788/?ref_=nm_flmg_dr_51,1990,(Music Video short),Michael Bay,nm0000881,tt7022788
The Neville Brothers: Bird on a Wire,https://www.imdb.com/title/tt7022656/?ref_=nm_flmg_dr_52,1990,(Music Video short),Michael Bay,nm0000881,tt7022656
Colin James: Keep on Lovin Me Baby,https://www.imdb.com/title/tt7022898/?ref_=nm_flmg_dr_53,1990,(Music Video),Michael Bay,nm0000881,tt7022898
Faster Pussycat: House of Pain,https://www.imdb.com/title/tt7022518/?ref_=nm_flmg_dr_54,1990,(Music Video),Michael Bay,nm0000881,tt7022518
