Title,Title_URI,Role,Name,Link,Credit,title_id
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Visual Effects by,Mark Dornfeld,https://www.imdb.com/name/nm0233916/?ref_=ttfc_fc_cr,visual effects supervisor,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Music by,Randy Edelman,https://www.imdb.com/name/nm0006055/?ref_=ttfc_fc_cr,,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Casting By,Cathy Sandrich Gelfond,https://www.imdb.com/name/nm0762262/?ref_=ttfc_fc_cr,(as Cathy Sandrich),tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Casting By,Amanda Mackey,https://www.imdb.com/name/nm0533439/?ref_=ttfc_fc_cr,(as Amanda Mackey Johnson),tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Production Design by,Shepherd Frankel,https://www.imdb.com/name/nm0291247/?ref_=ttfc_fc_cr,,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Costume Design by,DeBora Rachelle,https://www.imdb.com/name/nm10532882/?ref_=ttfc_fc_cr,(costumes designed by),tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Costume Design by,Catherine Marie Thomas,https://www.imdb.com/name/nm0858606/?ref_=ttfc_fc_cr,,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Writing Credits,Aline Brosh McKenna,https://www.imdb.com/name/nm0112459/?ref_=ttfc_fc_wr1,(written by),tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Sound Department,Jon Taylor,https://www.imdb.com/name/nm0852656/?ref_=ttfc_fc_cr,re-recording mixer,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Cinematography by,Peter James,https://www.imdb.com/name/nm0416824/?ref_=ttfc_fc_cr,director of photography,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Makeup Department,Linda Grimes,https://www.imdb.com/name/nm0342221/?ref_=ttfc_fc_cr,makeup department head,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Makeup Department,Anthony Veader,https://www.imdb.com/name/nm0891513/?ref_=ttfc_fc_cr,hair department head,tt0988595
4 Little Girls (1997),https://www.imdb.com/title/tt0118540/fullcredits/,Cinematography by,Ellen Kuras,https://www.imdb.com/name/nm0475578/?ref_=ttfc_fc_cr,,tt0118540
4 Little Girls (1997),https://www.imdb.com/title/tt0118540/fullcredits/,Sound Department,Glenfield Payne,https://www.imdb.com/name/nm0668334/?ref_=ttfc_fc_cr,supervising sound editor,tt0118540
4 Little Girls (1997),https://www.imdb.com/title/tt0118540/fullcredits/,Music by,Terence Blanchard,https://www.imdb.com/name/nm0005966/?ref_=ttfc_fc_cr,,tt0118540
4 Little Girls (1997),https://www.imdb.com/title/tt0118540/fullcredits/,Directed by,Spike Lee,https://www.imdb.com/name/nm0000490/?ref_=ttfc_fc_dr1,,tt0118540
4 Little Girls (1997),https://www.imdb.com/title/tt0118540/fullcredits/,Produced by,Sam Pollard,https://www.imdb.com/name/nm0689498/?ref_=ttfc_fc_cr,producer,tt0118540
4 Little Girls (1997),https://www.imdb.com/title/tt0118540/fullcredits/,Produced by,Spike Lee,https://www.imdb.com/name/nm0000490/?ref_=ttfc_fc_cr,producer,tt0118540
4 Little Girls (1997),https://www.imdb.com/title/tt0118540/fullcredits/,Sound Department,Skip Lievsay,https://www.imdb.com/name/nm0509792/?ref_=ttfc_fc_cr,re-recording mixer,tt0118540
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Cinematography by,Bojan Bazelli,https://www.imdb.com/name/nm0005648/?ref_=ttfc_fc_cr,director of photography,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Casting By,Denise Chamian,https://www.imdb.com/name/nm0150522/?ref_=ttfc_fc_cr,(casting by),tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Special Effects by,Terry Glass,https://www.imdb.com/name/nm0322012/?ref_=ttfc_fc_cr,special effects supervisor,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Directed by,Michael Bay,https://www.imdb.com/name/nm0000881/?ref_=ttfc_fc_dr1,,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Sound Department,Tom Ozanich,https://www.imdb.com/name/nm0654696/?ref_=ttfc_fc_cr,re-recording mixer,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Costume Design by,Jany Temime,https://www.imdb.com/name/nm0278973/?ref_=ttfc_fc_cr,,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Casting By,Miranda Davidson,https://www.imdb.com/name/nm4519509/?ref_=ttfc_fc_cr,,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Casting By,Abeera Sheikh,https://www.imdb.com/name/nm15122323/?ref_=ttfc_fc_cr,,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Writing Credits,Rhett Reese,https://www.imdb.com/name/nm1014201/?ref_=ttfc_fc_wr2,(written by),tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Music by,Lorne Balfe,https://www.imdb.com/name/nm1154632/?ref_=ttfc_fc_cr,(music by),tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Production Design by,Jeffrey Beecroft,https://www.imdb.com/name/nm0066360/?ref_=ttfc_fc_cr,,tt8106534
6 Underground (2019),https://www.imdb.com/title/tt8106534/fullcredits/,Writing Credits,Paul Wernick,https://www.imdb.com/name/nm1116660/?ref_=ttfc_fc_wr1,(written by) &,tt8106534
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Nadine Kaiser,https://www.imdb.com/name/nm2485195/?ref_=ttfc_fc_cr,"(segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Nicolas Jorelle,https://www.imdb.com/name/nm0430309/?ref_=ttfc_fc_cr,,tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Abderrahmane Sissako,https://www.imdb.com/name/nm0803066/?ref_=ttfc_fc_wr9,"(segment) (segment ""Tiya's Dream"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Erin Dignam,https://www.imdb.com/name/nm0226586/?ref_=ttfc_fc_wr3,"(segment) (segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Gael García Bernal,https://www.imdb.com/name/nm0305558/?ref_=ttfc_fc_wr4,"(segment) (segment ""The Letter"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Jan Kounen,https://www.imdb.com/name/nm0468007/?ref_=ttfc_fc_wr5,"(segment) (segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Gaspar Noé,https://www.imdb.com/name/nm0637615/?ref_=ttfc_fc_wr8,"(segment) (segment ""SIDA"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,François Roy,https://www.imdb.com/name/nm0747019/?ref_=ttfc_fc_cr,"(segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Jane Campion,https://www.imdb.com/name/nm0001005/?ref_=ttfc_fc_wr2,"(segment) (segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Rob Simonsen,https://www.imdb.com/name/nm1387379/?ref_=ttfc_fc_cr,"(segment ""how can it be ?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Production Design by,Adam Stockhausen,https://www.imdb.com/name/nm1360914/?ref_=ttfc_fc_cr,"(segment ""How Can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Walter Werzowa,https://www.imdb.com/name/nm0007141/?ref_=ttfc_fc_cr,"(segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Jane Campion,https://www.imdb.com/name/nm0001005/?ref_=ttfc_fc_dr1,"(segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Gael García Bernal,https://www.imdb.com/name/nm0305558/?ref_=ttfc_fc_dr2,"(segment ""The Letter"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Jan Kounen,https://www.imdb.com/name/nm0468007/?ref_=ttfc_fc_dr3,"(segment ""The story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Mira Nair,https://www.imdb.com/name/nm0619762/?ref_=ttfc_fc_dr4,"(segment ""How can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Gaspar Noé,https://www.imdb.com/name/nm0637615/?ref_=ttfc_fc_dr5,"(segment ""SIDA"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Abderrahmane Sissako,https://www.imdb.com/name/nm0803066/?ref_=ttfc_fc_dr6,"(segment ""Tiya's dream"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Gus Van Sant,https://www.imdb.com/name/nm0001814/?ref_=ttfc_fc_dr7,"(segment ""Mansion on the hill"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Wim Wenders,https://www.imdb.com/name/nm0000694/?ref_=ttfc_fc_dr8,"(segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Mark Tschanz,https://www.imdb.com/name/nm0874774/?ref_=ttfc_fc_cr,"(segment ""Mansion on the Hill"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Production Design by,Adam Stockhausen,https://www.imdb.com/name/nm1360914/?ref_=ttfc_fc_cr,"(segment ""How Can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Régine Abadia,https://www.imdb.com/name/nm0007624/?ref_=ttfc_fc_wr1,"(segment) (segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Casting By,Cindy Tolan,https://www.imdb.com/name/nm1100639/?ref_=ttfc_fc_cr,"(segment ""how can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Casting By,Doug Mangskau,https://www.imdb.com/name/nm2554324/?ref_=ttfc_fc_cr,,tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,David Ungaro,https://www.imdb.com/name/nm0881104/?ref_=ttfc_fc_cr,"(segment ""The story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Declan Quinn,https://www.imdb.com/name/nm0002336/?ref_=ttfc_fc_cr,"(segment ""how can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Gaspar Noé,https://www.imdb.com/name/nm0637615/?ref_=ttfc_fc_cr,"(segment ""SIDA"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Dominique Gentil,https://www.imdb.com/name/nm0313040/?ref_=ttfc_fc_cr,"(segment ""Tiya's Dream"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Greig Fraser,https://www.imdb.com/name/nm0292132/?ref_=ttfc_fc_cr,"(segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Production Design by,Sebastian Soukup,https://www.imdb.com/name/nm1672731/?ref_=ttfc_fc_cr,"(segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Rain Li,https://www.imdb.com/name/nm1102709/?ref_=ttfc_fc_cr,"(segment ""The Letter"") (as Kathy Li)",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Jane Campion,https://www.imdb.com/name/nm0001005/?ref_=ttfc_fc_dr1,"(segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Gael García Bernal,https://www.imdb.com/name/nm0305558/?ref_=ttfc_fc_dr2,"(segment ""The Letter"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Walter Werzowa,https://www.imdb.com/name/nm0007141/?ref_=ttfc_fc_cr,"(segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Jane Campion,https://www.imdb.com/name/nm0001005/?ref_=ttfc_fc_wr2,"(segment) (segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Greig Fraser,https://www.imdb.com/name/nm0292132/?ref_=ttfc_fc_cr,"(segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Régine Abadia,https://www.imdb.com/name/nm0007624/?ref_=ttfc_fc_wr1,"(segment) (segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Dominique Gentil,https://www.imdb.com/name/nm0313040/?ref_=ttfc_fc_cr,"(segment ""Tiya's Dream"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Mira Nair,https://www.imdb.com/name/nm0619762/?ref_=ttfc_fc_dr4,"(segment ""How can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Wim Wenders,https://www.imdb.com/name/nm0000694/?ref_=ttfc_fc_dr8,"(segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Erin Dignam,https://www.imdb.com/name/nm0226586/?ref_=ttfc_fc_wr3,"(segment) (segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Gus Van Sant,https://www.imdb.com/name/nm0001814/?ref_=ttfc_fc_dr7,"(segment ""Mansion on the hill"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Rain Li,https://www.imdb.com/name/nm1102709/?ref_=ttfc_fc_cr,"(segment ""The Letter"") (as Kathy Li)",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Abderrahmane Sissako,https://www.imdb.com/name/nm0803066/?ref_=ttfc_fc_dr6,"(segment ""Tiya's dream"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Gaspar Noé,https://www.imdb.com/name/nm0637615/?ref_=ttfc_fc_cr,"(segment ""SIDA"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,Declan Quinn,https://www.imdb.com/name/nm0002336/?ref_=ttfc_fc_cr,"(segment ""how can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Cinematography by,David Ungaro,https://www.imdb.com/name/nm0881104/?ref_=ttfc_fc_cr,"(segment ""The story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Casting By,Doug Mangskau,https://www.imdb.com/name/nm2554324/?ref_=ttfc_fc_cr,,tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Casting By,Cindy Tolan,https://www.imdb.com/name/nm1100639/?ref_=ttfc_fc_cr,"(segment ""how can it be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Gaspar Noé,https://www.imdb.com/name/nm0637615/?ref_=ttfc_fc_dr5,"(segment ""SIDA"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Gael García Bernal,https://www.imdb.com/name/nm0305558/?ref_=ttfc_fc_wr4,"(segment) (segment ""The Letter"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Mark Tschanz,https://www.imdb.com/name/nm0874774/?ref_=ttfc_fc_cr,"(segment ""Mansion on the Hill"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Directed by,Jan Kounen,https://www.imdb.com/name/nm0468007/?ref_=ttfc_fc_dr3,"(segment ""The story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Wim Wenders,https://www.imdb.com/name/nm0000694/?ref_=ttfc_fc_wr10,"(segment) (segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Mark Bradshaw,https://www.imdb.com/name/nm2286806/?ref_=ttfc_fc_cr,"(segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Mychael Danna,https://www.imdb.com/name/nm0002217/?ref_=ttfc_fc_cr,"(segment ""how can it be ?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Jean-Jacques Hertz,https://www.imdb.com/name/nm0381090/?ref_=ttfc_fc_cr,"(segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Mychael Danna,https://www.imdb.com/name/nm0002217/?ref_=ttfc_fc_cr,"(segment ""how can it be ?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Mark Bradshaw,https://www.imdb.com/name/nm2286806/?ref_=ttfc_fc_cr,"(segment ""The Water Diary"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Wim Wenders,https://www.imdb.com/name/nm0000694/?ref_=ttfc_fc_wr10,"(segment) (segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Abderrahmane Sissako,https://www.imdb.com/name/nm0803066/?ref_=ttfc_fc_wr9,"(segment) (segment ""Tiya's Dream"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Gaspar Noé,https://www.imdb.com/name/nm0637615/?ref_=ttfc_fc_wr8,"(segment) (segment ""SIDA"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Rashida Mustafa,https://www.imdb.com/name/nm3140916/?ref_=ttfc_fc_wr7,"(segment) (segment ""How Can't it Be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Jean-Jacques Hertz,https://www.imdb.com/name/nm0381090/?ref_=ttfc_fc_cr,"(segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Nicolas Jorelle,https://www.imdb.com/name/nm0430309/?ref_=ttfc_fc_cr,,tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Suketu Mehta,https://www.imdb.com/name/nm1252453/?ref_=ttfc_fc_wr6,"(segment) (segment ""How Can it Be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Jan Kounen,https://www.imdb.com/name/nm0468007/?ref_=ttfc_fc_wr5,"(segment) (segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Nadine Kaiser,https://www.imdb.com/name/nm2485195/?ref_=ttfc_fc_cr,"(segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,François Roy,https://www.imdb.com/name/nm0747019/?ref_=ttfc_fc_cr,"(segment ""The Story of Panshin Beka"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Music by,Rob Simonsen,https://www.imdb.com/name/nm1387379/?ref_=ttfc_fc_cr,"(segment ""how can it be ?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Production Design by,Sebastian Soukup,https://www.imdb.com/name/nm1672731/?ref_=ttfc_fc_cr,"(segment ""Person to Person"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Rashida Mustafa,https://www.imdb.com/name/nm3140916/?ref_=ttfc_fc_wr7,"(segment) (segment ""How Can't it Be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Suketu Mehta,https://www.imdb.com/name/nm1252453/?ref_=ttfc_fc_wr6,"(segment) (segment ""How Can it Be?"")",tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Visual Effects by,Benoit Philippon,https://www.imdb.com/name/nm2266023/?ref_=ttfc_fc_cr,visual effects supervisor,tt0493101
8 (2008),https://www.imdb.com/title/tt0493101/fullcredits/,Writing Credits,Wim Wenders,https://www.imdb.com/name/nm0000694/?ref_=ttfc_fc_wr10,"(segment) (segment ""Person to Person"")",tt0493101
